,train_acc,test_acc
0,0.9166666666666666,0.9166666666666666
1,0.9541666666666667,0.9541666666666667
2,0.9416666666666667,0.9416666666666667
3,0.95,0.95
4,0.9041666666666667,0.9041666666666667
