,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_kernel_shape,param_learning_rate,param_max_vmap,param_n_qchannels,param_qkernel_shape,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,1226.9971542358398,29.545506102035038,553.7902305603027,2.224698354244753,32,3,0.01,32,1,2,"{'batch_size': 32, 'kernel_shape': 3, 'learning_rate': 0.01, 'max_vmap': 32, 'n_qchannels': 1, 'qkernel_shape': 2}",0.7520553872782345,0.9684119428818693,0.9757575757575757,0.9627705627705627,0.9722943722943723,0.9262579681965228,0.087208059253549,1,0.9859728976262867,0.9964381563813232,0.9972106511440318,0.9950232658933441,0.9978028328407265,0.9944895607771425,0.004358842088374867,1
