,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_vmap,param_n_episodes,param_n_qfeatures,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc
0,19.52959761619568,0.2706389464501657,11.215139532089234,0.1335451150114632,1,100,half,"{'max_vmap': 1, 'n_episodes': 100, 'n_qfeatures': 'half'}",0.5208333333333334,0.4375,0.5208333333333334,0.625,0.4375,0.5083333333333334,0.06922186552431729,1,0.5856643356643356,0.5314685314685315,0.43130434782608695,0.5113043478260869,0.49913043478260866,0.51177439951353,0.049966191588145976,1
